Polarity,Review
1,since third fourth viewing time ago i ve abstained la maman et la putain wait dvd meantime i ve read french screenplay well alain philippon s monograph jean eustache latter ends frustrating filmography eleven films fiction doc in between impossible see or cases mes petites amoureuses le p re no l re see a questions hit moment polish v ronika s french plenty colloquial un maximum d un maximum d even so accent think tell does absence color add especially single spot fringe city glimpsed fringe differ sleep journey separates worlds tempest winter s tale ditto alphaville may imagine elapsed years since done it eustache deliberately circumscribe film s milieu enchanted isle alexandre s fairy tale alexandre s always choreographing himself worrying stand walk say when announcing decisions care less does way trying choreograph others himself different vertigo s scottie i say think very what s difference one eustache s l aud truffaut s godard s different present l aud is not still it whatever is recent roles irma vep le pornographe whatever approaching old age arrived early one series mostly antoine doinel l aud s character truffaut films long while every three five minutes aisle would come twenty something male scarf tweedy coat l aud hair direction seeking nose idea whether conscious unconscious mimicry age idea looked like then scarf least brother though seems learned carriage bresson
-1,hi i m friend werewolf movies saw title darkwolf hitting shelves like hmm simple nice name least althou wonder have not heard before first all movie starts tits lots tits tits pretty much movies budget went to cares werewolf effect pay actresses enough get topless shots so mysterious darkwolf character a little spoilers ahead really cares he s average everyday biker even super tough looking like old wise woman says movie he far powerful dangerous you ve ever faced before describing tattooed biker type guy pretty original even look twice first used red glowing eyes special effect mean god lets plant red dots on eyes with computer effect used since seventies looks plain ugly here do not get started werewolf d cgi said before like bad old video game and finally like werewolf films like said prettymuch always build werewolf legend own darkwolf build werewolfworld well silly legends hybrid werewolves ancient bloodline but almost instantly creating rules engagement the darkwolf kills anyone girl touched starts random slashing does not make sense even bother telling us rules killing are not even gonna play them aplus wolf point of view shots made sony handycam something filming mostly floor walls add growling noises you ve got super werewolf effect gore partially ok wolf slashes everyone open hand basically laying hand top victims does not trick me truly gives money make heaps junk straight to video horrortitles are not even funny kind bad movies sad
-1,terrible movie everyone said made laugh cameo appearance scott mcnealy giving award one murdered programmers front wall sun logos mcnealy ceo sun microsystem company practically defines hatred microsoft instrumental filing antitrust complaints microsoft so silly enough think bad movie would add fuel fire there s public record see sun s involvement clearly makers movie know scott mcnealy interesting mystery
-1,the triumph love does not triumph anything plodding ponderous hours torture actually it s little less hours long seemed much longer pains even think amateurish performances fine actors ben kingsley fiona shaw supporting players quite awful maybe trying top clownish but so did not see way mira sorvino does not make impression one way other she he s there guess is play name written marivaux years ago much better could not worse clare peploe writer director movie inspired recent production play do not know thinking created bomb maybe got lost translation
1,hate reading reviews say something like do not waste time film stinks ice reviewer yet me may sort na ve charm like whistler series films one watchable like s noirish films one watchable this film good opinion earlier series entries starred richard dix protagonist it s much slower plot trite you ve seen narrative device used many films usually better but acting good lighting dialog it s lacking energy you ll likely figure exactly what s going it s going come end quarter way through the whistler series semi noir character mood lighting camera movement angles important story itself film noir it s light weight hollywood innocent that neither richard dix s character ladies previous films come good end never knew end but still i ll recommend one least single viewing i ve watched least twice myself got reasonable amount enjoyment times
-1,reasons watch movie bo derek looks good occasionally gets naked pretty good job playing immature insecure year old beauty fact many shots pretty greek islandbut peter hooten turns worst performance actor since brutus played caeser s friend roman senate proceedings march delivers every line delightful baritone bellow turn volume whenever speaks preferably way down bo s fantasies sadly tame especially today s standards turns bath fully clothed model plot skimpier bo s costumes
-1,animated inspector gadget movie pretty lame the story weak and little action most characters given little nothing do the movie mildly entertaining best but really does not go pointless it s watchable nowhere near calibre animated tv show s it s movie bears repeat viewing at least mind it s minutes long including credits so guess that s good thing unlike tv show the characters worth rooting here in show you wanted inspector gadget save day but there who really cares anyway that s opinion for inspector gadget s last case disappointing
1,hello little film interesting especially artist film maker music creator visual artist for one feel examine david s touch style straight short piece relative simplicity you see rhythmic spacing shots pans sound elements even simple film creation multy layer example sounds drone along others appear though subtle certain points support certain shots one see also several types pans go gentle back forth way diagonal pan zooms also go back forth sometimes the lightning composition disposition elements space is usual obviously work painer artist felt even crappy room say one make exquisite art already simple art placing look view composing scene comes forcelines visuals like digonales parallels etc light s degrad es colours although without much research textures big productions fine too artist s sketch sort all calculated done inner feeling feel gives david s touch feel it true artist
1,new york love finally makes shores short stories love somehow did not find reason enough released valentine s probably due fact year s festival also falls lunar new year comes usual lny blockbuster films likes jackie chan no spy next door local filmmaker jack neo traditionally released latest film period resounding success fix formula has not broken continuing concept paris je t aime begun spawning city love franchise shanghai next says end closing credits here buzz definitely intertwining stories set one cities world allow various interpretations filmmakers come stories based love theme although someone probably forgot tell scarlett johansson finer points sandbox ground rules short unceremoniously dropped theatrical edition unable fit everything else well shot black white here s hoping would make dvd least structurally series less compartmentalized compared predecessor memory serves right individual stories set within confines never really breaking artificial borders created little leeway given characters various stories interact short filler segments used bridge scenes together solely reliant pick shots made buildings landscapes hopes making things look little bit serendipitous idea chance encounters amongst strangers though one story craftily adopted mindset narrative deliver surprise though already seen paris one top draws sitting film like one definitely creative forces behind stories writers directors cinematographers various geographies backgrounds mirroring makeup cosmopolitan city coming together concept film star studded cast too big names amongst lesser known ones upping ante picture perfect performances entire length short support build upon can not deny initial star gazing recognizing notables irrfan khan natalie portman who also writing directing duties rachel bilson looking quite like bardot spielberg s blue eye boy shia labeouf surprisingly act shows minutes entire filmography date story wise like anthology you ll find automatically appeal you others do not straightforward nature others come gimmicky twists thankfully worked stories plus because randall balsmeyer given duties integrate everything together organic feel instead plain pick shots lesser known areas established landmarks somehow lacked anything goes spirit predecessor stories rooted reality compared fantastical elements previous film elijah wood s dalliance vampire anyone even less adventurous narrative style christopher doyle s tom tykwer s starring natalie portman seemed filmmakers opted much safe none venturing spirit adventure experiment minor quibbles aside still enjoyed almost shorts here contrary many others felt it short film format still much alive strung together feature city love banner works fine left wondering cities included lineup hoping perhaps franchise catch spread influence here surely enough prolific filmmakers stringing together singapore love you here s crossing fingers maybe something materialize road otherwise there s always sawasdee bangkok route making without attachments franchise house rules
1,sidewalk ends quite good film noir crime drama shot well black white location well a copper accidentally kills bloke suspected murder protect himself covers blames another person does not like committed lot crimes past towards end owns falling love woman meets lover person killed the cast includes dana andrews while city sleeps curse demon gene tierney laura ghost mrs muir gary merrill mysterious island karl malden the streets san francisco beyond posidon adventure craig stevens the deadly mantis good parts all where sidewalk ends worth checking get chance excellent rating stars
-1,god sick crap comes america called cartoons since anime became popular usa animators either produce cartoon year old lazy ass style drawing kappa mikey cheep japanese animation rip off usually messing classic characters wonder anime beating american cartoons they even trying anymore oh heard last night live uk found show first came well never knew uk up to date current shows
-1,movie lot downsides thats could see painfully long awfully directed could see whole audience getting impatient waiting end run time way hrs could edited less hrs transition stories average people confessed seating expecting something better come out its funny pockets ambitious project par execution govinda fair job anil kapoor disappointed me rest expected u r expecting anything close babel love actually close
-1,can not believe none official reviews movie warn people contains two quite upsetting sexual assault scenes it s though culture accepts kind behavior simply sexual violent biggest problem movie does not seem condemn assaults in woman repeatedly assaulted pressured never holds men accountable actions neither anyone else one man stopped completing assault someone throws dagger him reprimanded you cannot force woman love you rather you never force woman sexually jerk woman s point view movie let down sort throws bone women letting skilled fighters leaders movie much defined romance characterized notion human sexuality must involve imbalance power men dominating woman love amazing martial arts fighter does not use fighting skills try fend attackers never even makes apologize rather seems apologetic overall depressing upsetting movie great cinematography cool fight scenes good hero long shot
1,i hate stories begin funeral i m afraid one begins day buried george buried him interests environment incinerated speaks elizabeth judi dench george s widow she s led comfortable predictable life george two grown children year old grandchild school midst world war ii played sax night all girl almost all girl band called blonde bombshells almost drummer patrick charming rogue desire fight possibly killed yellow wig long red dress makeup patrick looked almost good others one afternoon funeral elizabeth finds attic home playing sax put away used practice george house golf course two things happen granddaughter amazed good elizabeth is starts talking blonde bombshells could reunited play school dance elizabeth encounters patrick ian holm much aging oldster elizabeth much attracted years ago he also attracted members bombshells roses would appear bass drum special meaning attested affection well see band members located give shot reunion performance granddaughter s school why not one member band gaga one dead one jail one found salvation salvation army one find trace of one last known states one professional singer intention school gig even reunion one one elizabeth patrick bring together surviving members bombshells do not know enough found rehearsals often turn off key shambles this share elizabeth s flashbacks life like patrick young war time london playing band bombs falling terrible was exciting time lives night elizabeth s granddaughter s dance arrives course blonde bombshells filled jitters renewed friendship blow youngsters away afterwards elizabeth informs us bombshells continuing play gigs patrick plans get married but see nothing wrong little fooling around this sentimental hogwash expertly done bad all makes work skill charm judi dench ian holm hear term warm hearted comedy usually cringe unless actors first rate dench holm wonders watch take something light weight predictable script turn something charms us there s old broad gambit that s fun remember old broads among blonde bombshells leslie caron joan sims olympia dukakis billie whitelaw cleo laine laine sings three numbers almost over balances production strong unique jazz talent she s singing program nearly becomes cleo laine show another attractive feature number great wwii songs played strong swing
-1,would watchable hollywood mediocre good editing relies typical american thriller plot who going outsmart everyone acting average shining appearance detective best actor film mostly responsible tension film rises film completely suffocated blank video sound shots looks like raw film material all do not mind watching movie looks like student film project film watch guess would enough say film everything else could really spoil tension probably low enough
-1,nothing like movie group friends dislike point loathing little redeeming qualities make audience like empathize characters either movies bad good a la ed wood tod slaughter films there s plain bad like uwe boll s work film barely tolerable even brilliantly talented mstie riffer e g mystery science theatre thankfully rather talented regard it s mind works time naturally talented mstie riffing eventually this film you ll want pull head off painfully aware movie taboo robs hour twenty minutes you ll never get back even mstie talents barely match slow paced boring waste time puzzling aspect film someone green lit and or funded it rented taboo solely normally talented amber benson clearly must blackmailed film i ve another lesser known film rental queue reviews i d better read first ironically best aspect film impressive labyrinthine mansion interior location
1,another reviewer called lack character development call understatement movie did not bash one head overexplanation unnecessary backstory yes many untold stories got glimpse of primarily one day snapshot event catalyzed change characters lives henry thomas s performance really lovely study power acting focuses reaction rather action good rental
1,low budget enterprise filmmakers manufacturing distributing dvds themselves perhaps should not expect much broken disc form yet what s remarkable whole achievement fact release comes enough extras shame james cameron dvd decidedly fine presentation with regards latter major flaw broken comes non anamorphic transfer otherwise get film original ratio demonstrating technical flaws looking pretty much expected indeed given ferrari s hands approach putting disc together pretty much guarantee fact the also true soundtrack offered dd dd mixes whilst i m uncertain deemed original fact ferrari involvement means neither considered inferior indeed though dd may offer atmosphere viewing experience owing manner utilises score equally fine free technical flaws as extras disc positively overwhelmed them take look sidebar right screen you ll notice numerous commentaries loads featurettes various galleries indeed given manner everything broken minute chunks rather compiled lengthy documentary really little discuss anatomy stunt featurette example exactly claims be goes rest pieces get coverage pretty much ever aspect broken s pre production production post production whilst may preferable find easily digestible overall making of manner get easy access whatever special feature may wish view of various pieces then perhaps commentaries need kind discussion again there s also predictable air chat tracks one involving actors overly jokey does not take film seriously ferrari s pieces incredibly enthusiastic whole thing technical ones are well extremely technical course also get crossover what s covered elsewhere discs minutes none pieces outstay welcome indeed all fine extras package
1,finally see many consider greatest women in prison film time felt like accomplished something ridiculous sounds boy sure contained elements expected delivered much more constant i m discovering films toughness grit actresses roles prisoners preparing escape threshold tolerance resolve not mention sanity being tested superiors hired way look naked nature genre demands gratuitous elements something else emerges attributes attitude guts ultimately respond to this may know well demme s debut mentor roger corman provides target audience exactly desire putting stamp proceedings instance bizarre dreams certain characters define current psychological states there s particular number featuring warden barbara steele reminded alex de large clockwork orange the film female prisoners planning daring escape tired crazed antics wheel chair bound warden nutty prison doc randolph warren miller juanita brown maggie tough sassy sister fed environment whatever takes get out she s one girls fear cross erica gavin jacqueline wilson newest prisoner busted police sentenced murder cop unwilling give names involved with roberta collins belle serial kleptomaniac best pals pandora ella reid belle becomes obsession randolph promises superintendent mcqueen steele that surgical procedure remove violent tendencies drugging up randolph takes nude pictures sodomizes her whimpering like little girl due mental deficiencies hugging naked body arms cheryl rainbeaux smith lavelle prison life murdering scumbag whose relative senator lavelle receives work randolph s office one responsible relating dirty antics pandora demme effectively builds movie expected finale planned break out using behind various traumas inflicted prisoners hostages gunfire erupting i quite impressed photographic work long time demme collaborator cinematographer tak fujimoto able establish visually arresting moments within cramped confines prison cells rooms easy task prison appropriately crummy girls despite quite attractive look part desperate inmates longing yearning pits souls escape horrid entrapment steele superb warden understanding take role close brink without going far candidly able express madness repressed character within restraint notice works glasses settles without blowing top particularly certain behaviors contempt push teetering edge cale s bluesy score incredibly depressing also casting wink audience movie still fun and games i think cale s score mirrors demme s handling material cale demme s partnership uncanny alliance presents setting sad isolating oppressive place while almost simultaneously showcasing humorous tone permeates due colorful characters thanks part personalities cast favorite scene happens outside prison two girls joining forces third interrupt bank robbery already progress the kicker bank planning rob might expect get naked women showers prisoner solitary cat fight shootouts attempted escapes go awry exploitative elements such horrifying shock therapy session exclude shocking aforementioned sequence screwy doc takes advantage belle interesting enough demme relates film audience without whiff pretension understanding exactly kind movie making
1,waited waited film come out the trailers seemed years worth it i m big fan watching films cant wait come buy big fan jim suited perfectly much see feel good factor scale perfect christmas think ron fab job turning film have not seen so have watch again know want to
-1,bradford dillman plays scientist wakes one morning middle bloody crime scene partial amnesia or global amnesia one character claims define elective loss memory scientist finds private detective phone book hopes piecing life back together abhorrent concoction loosely based walter ericson s book fallen angel filmed mirage gregory peck probably racy television what drugs hippies added mix that nbc initially refused air it low budgeter wound theaters director james goldstone gets freaky hyperkinetic visuals camera tricks editor edward a biery goes wild zig zag cuts unfortunately admittedly colorful gimmicks cannot cover weaknesses updated plot acting woefully overripe dillman pressure recall events night question goes actor s seminar tics stammers nose wipes crazy half laughs spitting dialogue like dream a dream drugs yeah drugs that sound bells help villainous fellow scientist cheshire cat smile pat hingle nearly upstages dillman grand thespian department continually addressing everyone baby talk strutting like middle aged peacock twisting mouth around agony hope lange s scientist love interest given short shrift screams indifferent lover dillman what do talk ape man want you one frantic jigsaw
-1,video retarded besides brain cell killing acting plot it s way long do not waste money video store actually mad sat garbage spent money it absolutely awful
-1,stefan x con five years ago got married marie marriage stable stefan past catch he s offered courier job stefan s job heroin delivery germany sweden go easily in germany stefan meet elli girl bosnia sold stripclub owner stefan dislikes sees decide help elli misery due fact elli s father war fleed sweden elli goes stefan sweden make past stefan promises elli help find father matter takes finally back sweden whole situation seems complicated stefan ever thought of this movie does not seem fit ordinary class swedish movies due fact it s americanized alot regina lund cecilia bergqvist makes average effects makes movie little much though see jugde yourself
-1,must excruciating attend dailies shooting continued failure film probably cruise exec prod saw happening towne use much much nude footage final cut towne wanted to make disaster saw looming maybe cruise even thought titanic a items colin farrell can not act way paper bag he s one flavors of the decade producer s darling one forced avoid embarrassment watching attending films many moments believing he s see eyes think would best film actor albeit rich famous now playing second banana dynamic leads act trap spending lot money period sets costumes cars et al photographing came dry cleaner car wash wax one seems want anything look well worn dirty production designer told line producer make sure did not ruin stuff company wouldhave pay ruined items this story depression thirties folks disney broadway musical era black white better yet given caleb deschanel d p desaturate colors mix suggest actual grime poorness times been all bit depressing live desperately folks did depression farrell anyone moment believe guy writer h l mencken wall see eyes roll one point hayek farrell sexually dynamic duo sending boy man s work perhaps book have not read story older woman youth cannot delve deeply middle latter parts film bailed early on memory scenes see made think someone not too amusing parody noir movie sort saturday night live like past decade funny in mind kept thinking guy noir sketch music all
1,i m male given women s movies really well done special story personal love jane fonda person one hell fine job deniro usual superb self everything well done acting directing visuals settings photography casting enjoy story real people real love winner
1,heard film directed ang lee made sure see it taiwanese director burst fame the wedding banquet eat drink man woman years ago moved sense sensibility the ice storm now turns attention another american icon civil war this story takes place missouri union state southern sympathies never officially joined confederate army instead formed outlaw bands called bushwhackers grew hair long sometimes would confiscated union uniforms wore regular clothing the movie depicts moral dilemma high drama times supposedly heroic missions killing storekeepers farmers aided union stars movie unless consider jewel singer well cast young confederate widow star tobey macquire cast young german farm boy derided heritage germans supposed union sympathizers young man excellent actor full fresh faced youth whose performance encompasses wonder subtle realizations he s exposed horror war jeffrey wright freed slave travels bushwhackers loyalty young man bought freedom gives fine understated performance some acting however wooden especially long conversations morality costumes new southern gentleman theme manners hat tipping politeness women comes across bit much especially since make point murder men pull women s arms burn stores houses while do not think go one lee ang s great movies find fascinated it spite slow parts excessive length minutes interested happening next felt empathy characters came across real imperfect human beings caught forces history not much action usual war movie yet still recommended especially civil war buffs
1,cable tv what s called arts channel catch as catch can situation sometimes sometimes films sometimes short clips films ballets came bar scene came on tear coupons excellent exquisite ealing wins again wartime glasgow raised mother would love this ever find copy it britain s best artists mr holloway wayne radford delicious miss rutherford wonderful time gently sticking home office loved last scene soon back england temperature plummets rains
1,shall dance light hearted flick japan tells overworked accountant family man attracted dance studio beautiful woman see s train daily commute finds studio lessons dancing and all himself funny poignant utterly charming swd award winning film well worth look mature viewers b
1,ok reading couple reviews atlantis lost empire want clear misunderstanding direct rip nadia secret blue water part ripoff nadia pendant nadia pendant atlantis bear much resemblence terms it s used origins it s created source life there s doubt copied want consider kida nadia dressed alike could put disney too it kind wierd nadia kida wear bikini style clothing adventure sci fi mention move similar style too anime fan agree there s degree copying it s minor details even though many ideas original like encryption design wall laputa ancient mask princess mononoke resemblence vehicles garfish submarine nadia etc the plot believe it s highly original it s quite amazing disney pull without use captain nemo the main character jules verne s k leagues sea also main character nadia mylo jean wearing similar style glasses as shown novel lord flies glasses symbol wisdom intelligence think mylo jean main character stargate dozen intelligent characters would look kind unfit role went without glasses submarines submarines fight with wide blast torpedos really resembles nautilius does want state it s required element either one atlantis involved plot after it s sunken city beneath waters crew charactistical resemblence crew nautilius nadia might artwork do not sense copyright infringement character s personalities perfectly original me anime fan rated nadia best anime ever watched even today doubts atlantis first saw preview watched movie regained confidence disney high hopes future movies atlantis overall best disney movie yet without shivering sound songs middle movie it s plus revised cheesy scripts make even better also it s amazing actually portray bad guys look normal making overly evil beginning i wondering bad guys blonde girl kind resemble looks bad character terms disney draws aka make bad guys look really menacing
1,answer question yes enjoy excellent movie i ve seen couple hours ago paris where action movie takes place and still feel huge trauma received back eyes what visual shock i ve never seen beautiful black white photo drastic change way animated movies strongly believe renaissance similarly saw pixar movies akira ghostintheshell experiences real breakthrough small world animated movies hope french initiative a small unknown french studio young folks dream named renaissance receive success recognition deserves vive la france
-1,movie starts presenting somehow original idea became great frustration later on deal original start rest movie little avoid clich d plot movie unbelievable would like know exactly someone enters clinic gets nurse outfit kills doctor takes patient bed puts chevy pickup leaves guess one could answer question jumped scene hiding little details performances plain bad villain another annoying crazy antagonist deepness totally linear character minutes film scenes unbelievable seemed like put sake minutes since totally unneeded doctor see woman clearly strong medication denied examine her gets kicked house simply leaves quiet ending scene made burst laugher mickey mouse could make reality i m giving first lets say minutes movie
-1,many lead characters hideo gosha s film hitokiri manslayer aka tenchu heaven s punishment actual historical figures in western name order format ryoma sakamoto hampeita takechi shimbei tanaka izo okada anenokoji name hitokiri historical term refers group four super swordsmen carried numerous assassinations key figures ruling tokugawa shogunate mid s orders takechi leader loyalist i e ultra nationalist pro emperor faction tosa clan struggle about sad say will not find film brilliant history lesson indeed no gosha much interested showing usual bloody slicing dicing at absurd length inner torment not very bright killer izo okada revealing actual history sakamoto example someone historical significance considered father imperial japanese navy closest gosha comes providing history lesson scene sakamoto takechi considers traitor loyalist cause comes takechi s mansion try sway ideologically begins talking international political situation foreign warships japan s ports japan weak militarily defend them want know more sorry gosha cuts potentially fascinating lecture mid sentence much informing audience turning point japanese history the film left utter confusion aims two sides struggle two half centuries shogunate held central power japan institution dedicated preventing social change preserving feudal relations society fearful outside contamination ideological technological keeping spirit outlawed firearms instruments leveling europe americas peasant could stood samurai throughout period emperor nothing spiritual figurehead but towns stood neutral zones feudal fiefdoms new class merchants landlords craftsmen developing class known europe french name bourgeoisie inevitably new class gained strength chafed many confines feudal society europe king emperor became central figure bourgeoisie s struggle power feudal aristocracy political leadership always fully understand interests class serves outside world arrived bang form u s admiral perry s black ships ruling elite japan thrown crisis military match foreigners also heard havoc british french imperialists wreaking china japan save fate weak neighbor surprisingly elements within usually isolationist shogunate inclined open trade foreigners order obtain advanced technology point view represented just barely film sakamoto hand emperor loyal ultra nationalists represented takechi believed could keep foreigners force could prevent faction selling country sound familiar thus assassination key shogunate figures order away go takechi s motivations were me film s biggest puzzle gosha suggests fighting mainly personal advancement rather loyalist cause take represent tenor loyalists whole do care several reviewers compared film favorably goyokin gosha made year but goyokin crackling suspenseful adventure yarn hero worthy sympathy hitokiri plodding nowhere near compelling lacks hero sakamoto could film s hero allowed know stands well enough achieve status in view wonderful scores five previous kurosawa films masaru sato s score disappointing sounding like something rejected bonanza episode barry freed
1,many consider black cat best karloff lugosi collaboration disagree invisible ray best great storyline fantastic special effects classic karloff over acting love it
1,premise movie tickling imagination quite time now we ve heard read kind con text would alone world would entire world suddenly disappeared front eyes fact last part actually happens dave andrew two room mates living run down house middle freeway system andrew nervous wreck say least dave considered one biggest losers society alone main reason two guys get well along simply turn comforting needed until straight beginning film lots lots problems happen them get involved crime andrew suffers paranoia simply does not dare going house dave unsuccessful job colleagues do not treat well respect deserves amount problems face keeps increasing one day may face inevitable deal it much wish everything would go away course exactly happens the rest story places dave andrew world nothingness first surprised problems understanding dealing features crazy environment later find everything want seems ones still left nothing features incredibly small cast fact besides first couple shots film see dave david hewlett andrew andrew miller entire film clear order pull off cast task world nothing exists nothing distract viewer way vincenzo decided use reasonable amount close up head shots make interesting actually works quite well director photography derek rogers also nice way teasing audience withholding visual information especially times character sees something reacts it do not see right away obviously can not event driven film it s not much action happens outside house move around void that s hilarious scenes take place especially case andrew discovers candy bar now one could thinking how nothing look like well looks like nothing indeed entire world nothing white white matter direction look weakness film hour less it s getting extremely boring look events make sure it s interesting look at thank god some example times two lads due properties nothing able jump really high nothing made of tofu as andrew claims it s fun see instantly able use nothing become gods little society one best parts film set production designer jasna stefanovic done beautiful job film house two guys live unnaturally fun look at still seems right two living place like this all production design doubt one powerful aspects film really makes film worth watching however best part film acting david hewlett andrew miller really look like professional actors are camera every second film previously said props film really bare stage plenty character development decent one liners clever dialogue at times hilariously stupid works end really moves movie away low budget area well crafted handwork let s talk little visual effects definitely worth mentioning nothing features digital visual effects prosthetics equals modern horror film there s rather horrifying dream sequence film although drews milked scene completely it s still fun watch one best visual effects film end andrew dave suddenly discover powers environment abilities wish everything away way around make things appear nothing bright well lit movie really helps promoting idea probably dead this fact one theories nothing comedy slowly destroys theory do not know happened them do not know ever get out movie ends see anything like that ending way good could ve been it s rather easy predict going happen still writers thought incidents help make little interesting end it s reasonably satisfactory one take hollow man kill bill cube epoch lots films nothing really amalgam different styles still film at least know of nothing really like people remembering original cube production commentary dvd may remember vincenzo natali talked came story cube talks andr bijelic room mates time extremely dull room hope getting out nothing could well screened version origin cube story end it s almost like one cube prequels what say enjoyed nothing great movie different parts movie extremely well made tons intelligent ideas still feel movie missing something problems finding precisely is maybe nothing answer question nothing great film good expected be final rating
-1,it s like hard like describe like exciting like make relationship like drama like like pornographic scenes thrown like like good measure like stir like contro like versy make us like money like stuff ellen lost quote kissing like the like mouth stuff like best like artistic endeavor like ever made watching like ellen s hairy arms like chris masturbating like height years long movie viewing experience stuff like begin like breaking new u s something airhead records likes let like briefly list like high like lights visual like feast chris deed genitals that way camera guided elegantly ellen patrick rewards viewer full screen shot chris s fat white trash stomach finishes un catholic deed truly thrilling honesty say i ve never seen grace chris scenes next movies exactly needed continuation brilliant brilliant man lars von trier idiots started quick w hairy fat white belly movie goer ask for needless say sit day watch chris ejaculate in spite fact i m straight poetry motion elegance style less total divine inspiration went filming sequence plus solid amount zen philosophy even barbra streisand could get spiritual this ellen s hairy thick arms wobbly camera close ups skillfully photographed two directors photography i can not emphasize enough ellen patrick often caused confusion regarding proper identification sex question several scenes would see part body a leg arm foot yet often guessing game body part belong man woman naturally chris fellow artists ellen patrick whatsername cast purpose bodies ideal creating gender based confusion times hard guess whether one seeing female male leg patrick thin effeminate movements hairless pristine whereas ellen girl butch thick legs arms brilliant brilliant especially way neatly ties theme role reversal sexes utterly original mind blowing ellen behaves like man wants sex time ex patrick wants talk like girl spiffing ellen s search leftist mate he must love the simpsons quite leftist glad makers movie decided break long tradition offering us intelligent leftists ellen refreshing realistic change number likes liberal friends manage utter less minutes truly phenomenal exact managed realistically transfer real life ineptness onto big screen minimum effort applaud that close ups toes plenty stuff foot fetishists think liberal highly commendable way reaching sexual minorities all shoe foot fetishists offered little modern cinema it s nice see someone cares kotm rather klotlmas offers meets eye modest little film shallow people engaging hollow relationships indulging meaningless conversations no it s much that it s light guides silly creatures guiding light dominates futile lives various pseudo artistic wannabes dropped film school plan assault senses dim witted drivel hopefully play well pretentious festivals like sundance cannes enabling gain necessary exposure hence real cash change later hire likes sean penn george clooney promoting saving planet resolving political problems world faces better way making porn start if chris ellen camera here clearly stated end credits held camera two front it probably hired passers by shoved camera hands go check tv cinema worst cases nepotism list
1,light hearted comedy nothing shows us world sometimes wish escape to world nothing anything do not like stack bills bad memory even hunger disappear wish approached movie well enjoyable starring duo things did not like nothing were not even part main movie first post credits scene and yes one good chuckle trying accomplish that confused eager see return something whole movie nothing instead hear random assortment noises scream tries set sequel opinion was not really necessary funny turtle crawled frame second trailer saw trailer dvd like others already said this promotes horror movie never came oh well poor marketing guess if see movie rental store take look nothing great movie watch big screen though might want wear shades
-1,timberlake s performance almost made attack screen was not bad think reporters role wrong him ll cool j played typical rapper role toughest baddest guy around do not think cracked smile whole movie even proposed girlfriend morgan freeman pretty much carried whole movie funny scenes high point movie kevin spacey was not good bad there overall it s dull movie bad plot lot bad acting wrong roles actors
-1,even though animated film really bored everyone least as grown grew area wild horses native americans felt combination pc mixed many fantasy films created people never lived area filmed about talk lived horse back treat animals like family members regardless background regardless background dealt good bad breakers wild horses explain real life issues us vs movie makers views children surprised see pc showed world different knew reality this dreamworks break normal disney dreamworks fare cute talking animals burning screen nice older viewer point view live area similar shown may end answering questions
1,rudyard kipling wrote god gave people ability love whole world given human heart small size every human special place loves other seems may motto eminent directors today set profess eternal love special place depict situations lives denizens visitors result wonderful collection short films paris je t aime guides van sant coixet cuaron payne others take us breathtaking stroll parisian arrondissements human feelings yearnings expectations always quarter always utterly moving story ordinary people search love parking lot art studio tube station paris je t aime vast array loves love one s partner child parent meant world us longer around love needs rekindling serendipitous love stranger eyes meet love meant be today tomorrow knows nevertheless film solely love life itself joy pain loneliness confusion everyday ups downs important quality fact soppy all rather warm full hope i give film final section suggests stories might develop thing find missing further development mean specific reference characters future far everything else concerned say captivating makes want leave everything behind you flee paris live little romances yourself
-1,major disappointment one best uk crime drama detective shows s developed fascinating title character played scotland s robbie coltrane however one off little add perhaps suffers inevitable let due raised expectations favored show returns long hiatus coltrane is not really given much do much attention spent uninteresting killer act in seems uninvolved almost bored ex soldier s story written books attempt update us coltrane s family life seems lightweight perhaps writers whole series front instead one two hour show would written much depth is skip watch old cracker s far far superior
1,found bit hard follow extent seemed dip middle tried make head tail fighting why one problems cultural language one chinese taiwanese japanese problem know little simply reading english subtitles inevitably loose subtleties another problem seem many half explained twists coincidences nevertheless seems unlikely wholly bad miiki film certainly that plenty stylish bone crunching violence window upon less orthodox sexual goings plus family aspect decent ride maybe checking storyline might actually helpful watching one
