Polarity,Review,Polarity_result
1,great local business servers are very attentive and run around like chickens with their heads cut off they are so busy usually this is a strange little spot but so good everything i have had from burgers to seafood was a yummy delight one of these mornings when im not working im going to go over there and have some breakfast  ive heard great things my only peeve about the restaurant is that they dont have a to go menu,"{'neg': 0.03, 'neu': 0.72, 'pos': 0.25, 'compound': 0.9778}"
1,shits poppin would give five stars but lids on togo cups are a little iffy also damn how many characters do i need to type for this to be a review the world needs to hear my voice fam,"{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.6375}"
1,i have to say this eastern carolina bbq is some of the best i have had since when i was a child living in greenville nc my granddaddy use to take us to his favorite bbq place just across the tar river near the airport almost every sunday for dinner living in florida i dont get this type of q down there so when i am in charlotte i make it a point to eat here twice now and counting,"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.802}"
-1,so i had to play hotel switcheroo because hyatts rate seemingly tripled for one night in the middle of my stay i wound up here and i think im officially done with choice hotels forever ive never had a positive experience aside from this one econo lodge in walterboro sc  this hotel is located in the middle of a vast array of garbage food restaurants if you want to go to a grocery store theyre all  minutes away while the hotel might be convenient to some attractions it isnt convenient to things an everyday hotel guest would need or want unless you like mcdonalds and waffle house gross  the beds are not comfortable at all and this hotel has resorted to using these god awful square  pillows who the hell can sleep on a square like that besides a child its beyond ridiculous and not to mention annoying to try and sleep on pair the lack of comfort with the  check out and you have one unhappy guest i requested a late checkout time upon checkin as i advised id be working overnight  was the best she could do as she made some kind of apparently phantom note the next morning at exactly  the phone rang and reminded me that i was scheduled to check out that day and that check out was  blah so much for sleeping inn at sleep inn  the hotel is quite noisy as it borders i and the immediate area isnt all that great noise from other guests was relatively nil though  the mini freezer and mini fridge were nice but it didnt make up for the overall room quality the hotel wifi averages  mbps down mbps up and is complimentary  not recommended and officially denied going forward,"{'neg': 0.084, 'neu': 0.845, 'pos': 0.071, 'compound': -0.5948}"
-1,dont waste your time overpriced low quality hibachi you can tell from the moment you walk in cardboard handwritten signs screaming no return not responsible for food issues that maybe you should turn around and leave i however made the mistake of staying i purchased the beef teriyaki combo which was rung up wrong and had to be fixed after i waited for my food for  mins the beef was over cooked and too lightly sauced the rice was bland and carrots overcooked into mush not worth the stomach ache i had the rest of the day,"{'neg': 0.182, 'neu': 0.797, 'pos': 0.021, 'compound': -0.9259}"
-1,horrible service terrible showroom from  poor attitude by employee  bucks for two balloons which the employee self proclaimed he didnt know how to inflate with the helium tank   let it fold so another small business can have the spot and contribute to the community,"{'neg': 0.191, 'neu': 0.809, 'pos': 0.0, 'compound': -0.8658}"
-1,stopped by tonight with a friend we both ordered bottled beers my bottle came with a best consumed before may   my friends beer had a due date of november  i returned my beer and ordered a draft the waiter did discount my order but i was really disappointed in their quality control not sure if this was an isolated incident but the whole experience left a bad taste,"{'neg': 0.195, 'neu': 0.723, 'pos': 0.081, 'compound': -0.8868}"
-1,so bad compelled me to download yelp app and write review went for lunch with family wife and  young boys weve learned to not be picky as our crew can be a little rambunctious first off in an empty restaurant we were seated directly next to the kitchen inout door next the waitress spilled water on my wife and table then when asked what the specials were i was told um not sure let me check my food turkey club was eatable but my wife salad consisted of brown lettuce the kicker is that my boys  and  didnt eat their hotdogs because they tasty yucky how can you mess up a hot dog  seems to be a good place to grab a beer and watch a game just dont eat,"{'neg': 0.087, 'neu': 0.877, 'pos': 0.036, 'compound': -0.7301}"
-1,i wish i had read the previous review first  my boyfriend and i were craving a cajun chicken biscuit for breakfast so he picked it up and brought it home  the chicken was so dry hard and overcooked it was like chicken jerky  didnt even taste anything like it should  we were so disappointed so he called to tell the manager and she didnt offer us a better one or anything free next time  it was just a waste of  because we couldnt eat it  they probably wont get my business again,"{'neg': 0.08, 'neu': 0.79, 'pos': 0.131, 'compound': 0.663}"
-1,no matter how often im there the staff is horribly rude  not just to me but to every customer if i ever find another place to take childrens items i will not return there is no excuse for the ugly attitude and behavior to everyone,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.841}"
1,this place is solid  you will never feel ripped off ever,"{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.1531}"
1,my friend and i went last night to bombay grille we started with samosa she ordered and oh boy what a good choice they are very filling and come as two big pieces i ordered chicken palak its quite tasty but a little spicy for my taste next time note to self to order only   luckily the waiter was very prompt in refilling my drink the garlic naan was sooo yummy i can eat that for dinner with the sauce of chicken palak i wish this place only  minutes away from my home,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.9489}"
1,i can only comment on carry out   i have ordered carry out food from here a number of times and am always impressed i typically get a shrimp or chicken dish and soup it is definitely above average chinese food i guess thats why its more expensive than most chinese places,"{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.7269}"
-1,went to thai house on a thursday around pm  a few others were in the restaurant but not crowded at all  like other reviewers i liked the dress of the servers and the decor of the place was pretty cool  i sat in a booth by myself and was immediately greeted by the server with a menu  i ordered a green tea sakesooo good  it came in a little glass bottle and it called sakeme  i plan to buy it  as i enjoyed my sake i ordered the steamed shrimp dumplings  totally not what i expectedtwo rolllike dough things came out and it tasted like it lookedjust like raw dough stuffed with lots of crunchy lettucelike pieces and tiny chopped meat  i didnt see any shrimp not even mini shrimp  i was thinking they brought me the wrong item but when i didnt eat my dough the waiter said you dont like your shrimp dumpling i didnt have the heart or the energy after a long day of travel to say anything except i want to have room for my pad thai  so i awaited my chicken pad thai hoping it was what i am used to  the pad thai wasnt badnot great but not bad  once in a while i got the taste of mayonaisse but i was starving at this point and it did the trick  i actually took it back to my hotel for lunch the next day but decided in the morning that the taste wasnt worth the risk of pad thai all over my rental car  im not sure if ill go back to thai house  i will certainly look for an alternative next time im in town  if im starved and cant find any other place ill probably give thai house another shotill just stay away from anything that says dumpling,"{'neg': 0.089, 'neu': 0.762, 'pos': 0.15, 'compound': 0.9699}"
1,we loved our thai place in boston and really missed having someplace to go get pad thai we moved into the area and found this place and fell in love with it  the inside of the restaurant is beautiful and really clean the staff are all really nice and attentive they have takeout which works for us since we live a few blocks away  i thought the food was great weve tried a few different meals my wife does not enjoy very spicy food and the mild versions suit her fine i do like my food spicy and if i had one complaint its that i wouldnt mind if the spicy dishes were a little hotter than what ive experienced so far the food has great flavors and think it is spot on,"{'neg': 0.058, 'neu': 0.751, 'pos': 0.191, 'compound': 0.9731}"
-1,we went to nakato last night for dinner  the food was average in taste much smaller portions and higher prices than before and the service was not good at all  we waited a long time for our courses and forever for our check  my wife had to remind the waiter that she hadnt gotten her sushi order  we had a coupon and they added  for a gratuity per the coupon which we didnt see beforehand  the coupon is a scam so watch out  we wouldnt have tipped that much based on the above comments  our table mates asked for a birthday greeting which never happened  yes we have been eating here for  plus years but likely will not return as things have declined so much recently  no one ever came to our table to ask how things were going  a sign of poor customer relations,"{'neg': 0.085, 'neu': 0.904, 'pos': 0.012, 'compound': -0.8814}"
1,craving thaiish and need a quick lunch hit up bangkok ocha son   i met hubs here for a very speedy lunch where their lunch special includes iced tea house soup and a noodle dish wegg roll for  oh and it comes out in about  minutes flat thats fast   and the food not too shabby the house soup is a total bust for me  its a corn egg drop soup yeah not sure where that came from but it tastes like a watered down egg chowder for me ill pass on that but i ordered the pad see ew which on their menu reads pud see ew and it was quite tasty a generous portion of chopped up flat rice noodles with a soy sauce base a bit of broccoli and bits of tender chicken considering it was lunch and i still had meetings to get to i asked for a star spice level out of  stars and it had quite a bit of heat   the service is quick and efficient and they definitely know how to turn those tables around during lunch time while its not my favorite thai food in charlotte its a nice quick and affordable option in south charlotte,"{'neg': 0.045, 'neu': 0.855, 'pos': 0.101, 'compound': 0.9266}"
-1,i feel like discount or bargain stores like burlington coat factory are a hit or miss sometimes you luck out with incredible stuff and other times you miss out  ive never lucked out here  i give most stores that i see potential the rule of s you miss a truck of new goodies youre between seasons etc bcf well lets just say ive walked in  times and never bought anything not once  i think the big reason ive come away with nothing is the store setup  its so crammed and so messy  bad store planning for the layout and inconsiderate shoppers who make a disgusting mess  i did give an extra star for the staff theyve always been friendly and helpful which always means a lot to me  id rather go anywhere else but bcf  check the sale racks at belk or head to ross before you consider here,"{'neg': 0.099, 'neu': 0.824, 'pos': 0.077, 'compound': -0.3742}"
1,my wife and i ate here this evening for our th anniversary  the interior had changed drastically since our last visit in terms of decorations the menu had also changed with some items doubling in price  a coworker of my wife had given her a  gift card for christmas we ordered sweet teas and a bloomin onion the onion had a definite spicy taste to the batter that reminded me of old bay seasoning  my wife had the chicken tenders and i had the pork tenderloin  it wa a good but wasnt outstanding at one point during the meal a skinny white guy knelt next to our table he didnt introduce himself he asked about our meal and disappeared i told the waiter about him we were both too full to have dessert on this outing but the french toast bread pudding looked delicious,"{'neg': 0.05, 'neu': 0.855, 'pos': 0.095, 'compound': 0.6334}"
1,great way to spend the th  been awhile since ive been to outback and they have revamped the menu a bit  slightly different focus with all of the favorites still there and a couple of new offerings also at least this one is now open for lunch during the week so there is a new lunch menu as well  my wife had here favortie alice springs chicken  normally i would go with a beef entree but opted for a new offering of parmesan herb crusted chicken with a side of mixed vegetable  only negative was the bread they served it was a very dark bread that looked with an eastern european bread with none of the texture and none of the flavor  fortunately that was the only downside  my parmesan herb crusted chicken was great  the flavors and textures complimented themselves well  my wife was also happy with her alice springs chicken which again is her normal order at outback  service was excellent and the manager did stop by our table and spoke with us which is always a good sign  atmosphere  what can i say  typical outback  if youre in the carolina place mall area this is a nice spot for dinner and now lunch,"{'neg': 0.043, 'neu': 0.808, 'pos': 0.149, 'compound': 0.9783}"
-1,this is now called cabos mexican grill   this is the nd time visiting and nd time being disappointed the first time i went with a group of  other friends the service was less than okay and food was mediocre nothing really memorable  the nd time was a couple of weeks ago name change but the bad service stayed  went with a group of about    people on a thursday night right of the top we realized that the waiter was less than eager to serve us we ordered drinks and our food food took longer than what we expected even with a big group the server never filled up our water glasses and kept forgetting things we asked for to make matters worse the manager seemed to notice our struggles so he came over and asked what we needed we told him and to our surprise he never came back with what we asked worst part we were so ready to leave and couldnt our checks where laying at a table next to us but we must have waited  minutes for our waiter to show up and pick them up   i am rating it  stars because the place was clean and the food here might have been okay but the terrible service didnt let us enjoy it,"{'neg': 0.116, 'neu': 0.794, 'pos': 0.09, 'compound': -0.8929}"
1,totally enjoyed my experience with craig at uptown retreat  all of the staff were very friendly and eager to help  my friend and i were both in from out of town and scheduled two blow outs and one cut  craig was my stylist and davis did my friends hair  both guys did an excellent job  craig you get ithair length face shape hair cut and most importantly the blow out and style  not many stylists can bring it all together like you did thank younow will you please come to my town  ohand i loved the corner location of your chairhad an awesome view while getting my hair did ,"{'neg': 0.03, 'neu': 0.667, 'pos': 0.303, 'compound': 0.9891}"
-1,this week i took my son to see the chipmunks squeakquel or whatever its called weve been here several times before since it is in the university city area near where we live   there is plenty of parking lines for tickets are usually long and uncomfortable in the cold blowing wind of december or the humid summer heat for that matter why cant they put the ticket counters on the insides of theaters this is one tradition that should be broken soon  matinee tickets for the two of us were    the theater itself is in good shape movies are usually in focus and the sound is usually okay with some distortion but not great frankly dvds sound better in my living room  but concessions are a complete ripoff i usually know this but jay talked me into it we got a medium huge popcorn two small bladderbusting drinks and a box of twizzlers twenty friggin bucks im sure the dvd wouldnt cost  to buy and we could watch it over and over i doubt well be buying it the movie is grade b entertainment funny once but pretty stupid to watch as a rerun  the restroom had no paper towels and the trash cans were overflowing a smell of stale vomit permeated the area by the sinks   for a family i think money spent on a large lcd tv and a home theater in a box sound system is a wise investment rent movies from red box or netflix or hook up an apple tv or something similar and you have a better movienotgoing experience   i can make much better and less expensive popcorn and the adults and i can have a beer and i can pause the movie for those allimportant lets all go to the lobby breaks  every time i go to the theater to see a flick on the big screen im more and more disappointed by the experience i guess a lot of others feel the same way since the theater we were in was nearly empty  its a pit,"{'neg': 0.065, 'neu': 0.827, 'pos': 0.108, 'compound': 0.941}"
-1,my new coworkers invited me to go get cheap mexican with them for lunch now from where i work you could walk to more skeevy run down looking hole in the wall mexican joints than you can count on a hand and im pretty sure at least a few of them would be absolutely delicious as hole in the wall restaurants tend to be unfortunately i can not report on any of them because we drove by them and went to zapatas  i wont say that zapatas was bad partially because i dont think it is deserved and partially because it feels like i am giving credit for more effort than they earned while the salsa that came with our gratis basket of chips was full of cilantro and onion flavor that was the high point of the meal we ate off the lunch menu and i went with the enchilada and taco plate the meat in both was slightly greasy and not particularly flavorful the taco shell tasted like it was pulled out of the grocery store box on my pantry shelf the rice was bland and slightly overcooked i do have to give them credit for the enchilada sauce being kinda tasty but nothing i wouldnt expect from a jarred sauce the low point was definitely the refried beans which are often my favorite part i took one mouthful found them utterly disgusting and left the rest of them on my plate to form a sad cold congealed mess  i have often thought that quality service can redeem an otherwise forgettable meal well in that case creepy unpleasant service can cement a bad impression despite our party of three being one of less than a handful of patrons in his section our waiter was slow to get to our table even after being called over he gave off a used car salesman type of aura and loses additional point for trying to talk me into drinking tequila on my lunch break  the only reason i can imagine returning to zapatas would be at my coworkers request and even then i might think about sticking with the tuna sandwich i brought from home oh and as for that cheap bit the lunch pricing is in the  dollar range which isnt particularly remarkable when there are tacos to be found for under  bucks,"{'neg': 0.087, 'neu': 0.845, 'pos': 0.068, 'compound': -0.9459}"
-1,umno  chips are obviously from bags  salsa were runny and definitely not spicy  remember  made in new york city  i had the carne asada  it was ok  i usually devour the entire place but i just couldnt get into it  the rice was bland  overall it was just disappointing  i should have just eaten at qdoba which was nearby  service was mediocre   moral just because it is right next to the hotel doesnt mean food is gonna be awesome,"{'neg': 0.049, 'neu': 0.848, 'pos': 0.103, 'compound': 0.5859}"
-1,my family visited the restaurant recently there was a dispute about the bill and the manager was called in at the request of my family the manager was not only not nice but very unprofessional we are hard working people we expect good service because we pay for what we order and also tip accordingly we have never been treated so disrespectfully there was not even an offer of im sorry for the misunderstandingattention all managers being apologetic in the face of controversy doesnt suggest a weakness there was not even an attempt to right the wrong we work hard for our money also and like to be wise in spending as we make decisions to relax and have recreation my level of disappointment can not be expressed any further than sayingthis was really awful treatment of guests in your restaurant no words,"{'neg': 0.164, 'neu': 0.724, 'pos': 0.112, 'compound': -0.8041}"
-1,i was hoping the previous reviewer had merely had a bad stay andor the property had updated since then but no such luck  the beds here are rocks  it felt like i was sleeping on a box spring instead of a mattress and a really had and painful one at that  when we got up in the morning that phrase in quotations as it implies we had a good nights sleep which we didnt my husband pointed out that the side of the mattress was slumping so it was probably very old  definitely not marriott standard  wireless internet was slow but a cat was provided in the room for laptops that got internet up to speed just fine  breakfast when i had it was good  perhaps previous reviewer came down late  a little on the crowded side but the biscuits were delicious  all in all the stay was great except for the beds but unfortunately thats a huge thing that needs to be good when youre staying at a hotel  sorry guys,"{'neg': 0.081, 'neu': 0.744, 'pos': 0.174, 'compound': 0.97}"
-1,avoid this place at all costs  horrifically uncomfortable mattress  check paper thin walls and a creaky floorceiling that sounds like others are in your room  check  gangs if bikers partying outside your door and yet miraculously  and loudly  coming to blows in the morning  check  by all that is holy do not stay here    i would give  stars if allowed,"{'neg': 0.126, 'neu': 0.799, 'pos': 0.074, 'compound': -0.5574}"
1,the location is right on across the street from uncc and next store to brueggers i have spent many of nights cramming for a test or getting my caffeine fix before work since this starbucks is very small and always busy you have to keep you eye on a table and pounce when one comes available the baristas are my favorite in charlotte they have pretty much memorized my order theyre speedy and always friendly good thing starbucks is building a larger location in the same shopping center,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.9062}"
-1,i came into a wealth of free bagel  cream cheese bagel coupons so i finally got a chance to check this place out  im usually not big on chain bagels but im not going to turn down a free meal either  i tried to go once before but they close at pm on sundays  the sign on the door is lightly confusing since it used to read  but the bottom lefthand corner of the  was obfuscated in order to make it appear as though it was a    i finally made it last week and had a whole wheat bagel with jalapeno cream cheese  the bagel was on par with the standard bagel you can get out of a bag at the supermarket  the jalapeno cheese was delicious and the highpoint of the meal the people working there were friendly and accommodating  the main hangup was that the worker didnt offer to toast my bagel and me thinking this would be standard didnt ask left me with a pretty difficult to eat bagel  after i took one bite i really needed my water to wash down the dense bagel  in nyc you could probably eat untoasted bagels since they are really light and fluffy but this one was a bit tough to swallow  i feel a conflict of interest when giving them only  stars since my bagel was free but itll have to remain at  until i get my next bagel also gratis before the coupon expires,"{'neg': 0.037, 'neu': 0.831, 'pos': 0.132, 'compound': 0.9806}"
1,well kept secret in university city took the kids for a day out very affordable prices  for each game per person  cents for the video games throwback video games pacman moon patrol donkey kong foosball air hockey  holes of the puttputt are above ground the back  are underground the kids thought it was pretty cool great spot to get to if you want to get out with the kids or have a date night out with the missus a now thats whats up,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.9001}"
-1,we went on a friday night as packed as it looked we actually went right in and got a table the waitress was good and always on point with service   as for the food i ordered the jack daniels ribs and shrimp the shrimp were really good as for the ribs they showed you shouldnt order ribs unless its a bbq place they were suppose to be baby backs but they were dry some parts of it were pretty good but a majority of it left your mouth dry wanting water my wife ordered the steak sadly a majority of that oz consisted of nothing but fat   to top it off there was a huge party they sat next to us that ended up getting drunk off their ass they were so damn loud and obnoxious you couldnt hear your own self think i dont mind people being loud but cmon you dont go to a restaurant and get blitzed but from the way it seemed the manager and servers acted like its an everyday thing so what do i know i was just eating there   eating there made me realize why i never actually go eat there nor do i really plan on going anytime soon,"{'neg': 0.09, 'neu': 0.809, 'pos': 0.101, 'compound': 0.1925}"
1,this is my favorite place in charlotte with my grandmothers nursing home across the street and me traveling all the time on an fixed amount to spend per city its great too just sit by the pond and people watch,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.7964}"
-1,i met a bunch of friends here for dinner and while the company was great chain or otherwise the food was blah first we had to practically beg them to take a reservation for ten which they sort of honored at least there were a few free tables they were able to push together when we arrived  our waitress was the only shining star  she did a good job of taking care of  people with  separate checks and she kept the drinks refilled she was also helpful in getting a couple of the tvs switched over to the panthers game they lost  we had a few appetizers for the table the pretzel bones were good served with a couple of different sauces as were the onion rings with their dipping sauces if you like cheese fries try the fire stix which were the best part of the meal  having read the reviews i knew to stay away from the brisket i went with a lunch sized portion of sliced smoked turkey breast it was dry and not much more than warm after we asked the waitress brought out the bbq sauces which improved the bland taste the fire roasted corn was good  a corn and red pepper medley that was tasty the mashed potatoes with gravy were good as well especially when i mixed it with the corn,"{'neg': 0.032, 'neu': 0.794, 'pos': 0.174, 'compound': 0.9892}"
-1,usually asking the server what is her favorite dish gets you a pretty good recommendation but in this case it was crap  the smoked brisket had that discoloration that happens to meat when its been sitting out for a while  and it wasnt even tender  am i asking for too much,"{'neg': 0.06, 'neu': 0.833, 'pos': 0.107, 'compound': 0.1655}"
-1,had the opportunity to visit smokey bones this week i had the rib  chicken white meat they were out of dark meat combo it was actually pretty good however the worst part of this dining experience was the host who was suppose to great us when we came through the door he started off by saying just  as though  people was not enough well i can appreciate some good hospitality and a welcoming personality before patronizing a restaurant that i dont frequent very often,"{'neg': 0.058, 'neu': 0.732, 'pos': 0.21, 'compound': 0.9391}"
-1,this was a bad experience from the start the hostes told me that there was a one hour wait even though the dining room was half empty twenty minutes into my wait two parties came in and were seated while i waited after complining i was seated  ordered a salad and ribs the salad was good the ribs were as tough as leather the baked potato had to be broken with fork and knife since it probably had been baking for hours  the only good thing about the experience was the server which was very attentive and appologized profusely for the innedible food,"{'neg': 0.087, 'neu': 0.839, 'pos': 0.074, 'compound': -0.1027}"
-1,everything about this place screams a budget hotel except for the price   this is a motel quality establishment charging upscale hotel quality prices    granted the staff is nice  and if you need a place that allows pets i guess this could be a good choice   otherwise dont be fooled   i have staid at other homewood suites in the past and this one is certainly not up to par,"{'neg': 0.029, 'neu': 0.811, 'pos': 0.161, 'compound': 0.8436}"
1,i have this place on my top  list for wings they are the perfect standard wing if your looking for consistency they win all the time i havent been in a while but im sure when i do they will be spot on as usual always a great bartender at this place as well,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.9468}"
1,if your a charlotte er fan this is the place to be  they have lots of charlotte memorabilia the staff is friendly professional and knowledgable  we went for a saturday afternoon lunch  the sweet tea is very sweet asked for half a glass of ice water  i had the southwest chicken salad others had the manhattan pizza my salad was fresh and flavorful the personal pizza was excellent as well  they also have ntn trivia if you like playing online  this place probably rocks during hoops season and should be a destination once the ers start their football season  they have a hugh projection screen tv and all the requisite hd plasamas,"{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.969}"
1,great place to watch a game and banging wings  what else could you want,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.6597}"
-1,o sole mio o sole mio   i forgot what i ate and i forgot what i drank says a lot about this chain restaurant  while it does not dissapoint it is not memorable at all  the hostess was kinda grumpy we had an extra person  and she had to move us and she was all huff and puff i was like lady the place is empty why you mad  anyway i totally cannot remember what i ate here,"{'neg': 0.061, 'neu': 0.909, 'pos': 0.03, 'compound': -0.3612}"
-1,thought the staff was incredibly rude with out anyone else in the restaurant my party of four was asked to wait after we were seated and ordered our food did not all come out together my seafood portofino dish had about a cup of  oiling the bottom of the plate,"{'neg': 0.061, 'neu': 0.889, 'pos': 0.05, 'compound': -0.1513}"
1,staff  the most kind hotel staff ive had the chance to meet  atmosphere was down to earth professional and efficient  a well oiled staff no matter who was at the front desk  all policies stayed the same from person to person  id like to make special mention of joe staffer who didnt rush me off but listened to my request and immediately went into action to do research and obtain information about relocating to the area  joe was a positive person and nothing but a gentleman  southern hospitality does still exist  facility  no noise  i mean absolutely no noise from the hall or surrounding rooms  parking was plentiful and easily accessibl,"{'neg': 0.056, 'neu': 0.794, 'pos': 0.15, 'compound': 0.8696}"
1,ill cut right to the tender juicy heart of longhornits a great chain steakhouse and as far as i am concerned it puts outback to shame  their steak and service are just flatout better in my mind than outback  i am not an outback hater or anything its just than when i tell people about longhorn the response i usually get is why dont you just go to outback  well heres what keeps me coming back to longhorn instead  steaks are always juicy tender and cooked to perfection  ive never had a bad or less than satisfactory steak at longhorn  i usually order the oz flos filet  dont worry oz of quality steak is more than what you think and is more than enough for most people see pics    i love the crab and lobster dip see pics  i order this almost every time i go here  i dont know if the crab and lobster are imitation or not and to be honest i really dont care  all i know is that it is a stellar appetizer and puts the overrated blooming onion to shame as far as appetizers go  i love the mashpotatoes  i just wish they would cut back on the butter a little bit  i mean we all love butter but no ones trying to sacrifice their life for it  i recommend asking for lite butter on the mashpotatoes if you choose to order them as a side to go with your entree  i love the brown bread that they serve before the meal  its good but its better when its warm and fresh and ive had some nonfresh bread before  i cant say that the bread is consistently better than outbacks  the service is always topnotch  everyone from the hostess to the manger to the servers are extremely friendly and polite  drinks are always promptly refilled and orders are always correct    they do serve a few select beers on draft such as bud light and blue moon but beware they arent cheap and can turn a reasonably priced dinner into an expensive one very quickly  in recent visits i have tried to stay away from the alcoholic beverages while there    theres nothing not to like about longhorn  reasonable prices great food and awesome servicewhat else do you need,"{'neg': 0.032, 'neu': 0.805, 'pos': 0.163, 'compound': 0.9954}"
-1,i seem to always get up sold whenever i go to an autobell the problem is i spend more money thinking i will get better service but it is never the case with autobell this location was no different stick with the normal cleaning packages and it is well worth the money buy their upgrades and it is a waste,"{'neg': 0.12, 'neu': 0.779, 'pos': 0.1, 'compound': -0.34}"
-1,we went here for lunch last week the place is very small cramped they only have like  little tables that seat two people and one that sits four the place was completely packed as it was lunch hour in the galleria area service was slow and kinda confusing  they were out of several items specifically cilantro which was one of the main ingredients in beckys sub the problem wasnt that they were out but that they failed to tell her this until the sub was in midproduction  mine was fine as far as production and taste but for a toasted sub it was barely warm  not that this is their fault as they only serve it but stay away from the honey lemonade they have its disgusting  the place was fairly clean and well stocked and organized the staff were friendly the two main sandwich guys spoke very little english so i had to repeat my order a couple of times to confused looks to boot they sandwich guys spoke different languages from each other so you can tell there was some confusion and even a little bickering back and forth not major but noticeable  not awful but they can improve,"{'neg': 0.093, 'neu': 0.805, 'pos': 0.101, 'compound': 0.2328}"
1,this goodwill is probably the busiest in charlotte and has aboveaverage selection in each dept  they have good variety of clothes shoes books furniture and housewares  the selling point at this store as you might have guessed by reading my views is the book selection  unlike other stores they have a steady rotation of new titles nearly new for really cheap  im regularly surprised by their furniture selection  if my house wasnt cluttered like your grandmas crib i would pick up a table or even a couch here  also this place is freakin mecca for used appliances  i always see a selection of used microwaves coffee makers and blenders  the clothes are nice not as nice as the matthews plantation but you can still find some amazing deals on brand name clothes    please be warned saturdays is not a good day to shop due to crowds of crying screaming children  plus you wouldnt want to get in altercation with aggressive shoppers over a  beer stein  try a weekday before  or so  happy treasure hunting,"{'neg': 0.098, 'neu': 0.787, 'pos': 0.115, 'compound': 0.7591}"
1,pizza has a great flavor and the spaghetti with meat sauce has great flavor only too little sauce  if you see my photos you may say it looks like a lot  the service here is always very good  i have to say im a fan because i eat here more than any italian place,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.945}"
-1,i went to cute nails over the weekend it was my third nail salon that i have frequented in the charlotte area this place paled in comparison to the other two it was a decent environment inside the pedicure i got was only  which is a good price as someone else mentioned the water was very hot the chairs are old and not very effective at massaging my chair cut off after about five minutes and would not go back on i am also used to a foot massageleg massage as part of my typical pedicure experience she did not do this but she did punch my feet a few times each that was a little out of what i am used to she did scrape off my dead skin but she did it very lightly and left more skin on than i prefer i am missing some nail polish on the corners of my nails they are also cut kind of crooked my eyebrow waxing experience wasnt so great either she did not shut the door and had kind of unpleasant bedside manner my left eyebrow had a little hole from where she plucked too many hairs out i dont imagine being back people who worked there were nice though,"{'neg': 0.108, 'neu': 0.86, 'pos': 0.033, 'compound': -0.9611}"
-1,we ordered from them mid day during the week for delivery  it took  hours and our pizza was cold  we were told by the manager that they would give us a free pizza  we called back a few days later to order and there was no record of the incident  we will never return,"{'neg': 0.038, 'neu': 0.904, 'pos': 0.057, 'compound': 0.2732}"
1,this is a great bar if you have kids i know that sounds weird but listen they have a beach  and tiki bar in the rear with cornhole beer pong ping pong horseshoes etc they have a stage out there for live music big portions of food for not alot of cash becoming a friday night tradition,"{'neg': 0.023, 'neu': 0.934, 'pos': 0.043, 'compound': 0.296}"
-1,i will not return terrible customer service i ordered a pizza from here because i had received a welcome packet with some coupons including one for demarcos giving a free large  topping pizza dine in or take out i called and ordered then went to pick it up upon doing so the hostess told me the owner wasnt accepting these coupons and its only good with a  or something purchase the coupon was newly received so this wasnt news to the owner he just didnt pull them per the hostess which seems like a scam to me i politely argued with the girl telling her it doesnt give stipulations anywhere and thats false advertising not even sure if thats legal and very poor customer service for which they would lose customers like myself she understood but it was the owners call i ended up purchasing the pizza needed to eat and the pizza wasnt good it had too much cheese and hardly any sauce and it was burnt because im pregnant i opted not to get too stressed so after stating my views i left vowing that i wont return which is unfortunate because its very close to my home but there are too many other places close enough with better food and certainly better service,"{'neg': 0.088, 'neu': 0.808, 'pos': 0.104, 'compound': 0.4016}"
-1,tried again and it was worse  i didnt like it  ordered a combo plate beef burrito soft taco and tostada took most of it home to try and remake it but it was hopeless just not good food,"{'neg': 0.24, 'neu': 0.76, 'pos': 0.0, 'compound': -0.8662}"
-1,only people in the place and the waitress messed up a simple order chili verde was ok but not worth  husband had chicken  cheese enchiladas and said they were bland,"{'neg': 0.115, 'neu': 0.836, 'pos': 0.05, 'compound': -0.273}"
1,unlimited hot coffee i dont have any recollection of what i ate  i wanted t give it four stars but that would be a very generous review for a meal i cannot recall  i know it was decently good and its like the only restaurant in deforest  for that i give it four stars,"{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.9184}"
