Polarity,Review,Polarity_result,Positive_result,Negative_result
1,dessert panna cotta was amazing,pos,0.7299214853041182,0.2700785146958815
1,very good food great atmosphere,pos,0.7355668929213945,0.26443310707860546
1,damn good steak,pos,0.5804215067674617,0.4195784932325387
-1,total brunch fail,neg,0.3285147392290248,0.6714852607709753
1,prices are very reasonable flavors are spot on the sauce is home made and the slaw is not drenched in mayo,pos,0.7839933292139863,0.2160066707860132
1,the decor is nice and the piano music soundtrack is pleasant,pos,0.9423390501493514,0.057660949850648235
1,the steak was amazingrge fillet relleno was the best seafood plate i have ever had,pos,0.9587601531675931,0.04123984683240551
1,good food  good service ,pos,0.5150933343132211,0.48490666568677887
1,it was absolutely amazing,pos,0.6128826007187218,0.3871173992812783
-1,i probably wont be back to be honest,pos,0.6847060576916763,0.31529394230832314
1,will definitely be back,pos,0.699624881621293,0.30037511837870734
1,the sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well,neg,0.30977318366297396,0.6902268163370242
1,hawaiian breeze mango magic and pineapple delight are the smoothies that ive tried so far and theyre all good,neg,0.4689341921714514,0.5310658078285466
-1,went for lunch  service was slow,neg,0.36283825573061623,0.6371617442693843
-1,we had so much to say about the place before we walked in that he expected it to be amazing but was quickly disappointed,pos,0.6161802737349105,0.38381972626508876
-1,i was mortified,neg,0.24354304635761562,0.7564569536423845
-1,needless to say we will never be back here again,pos,0.5238883447432823,0.47611165525671706
-1,anyways the food was definitely not filling at all and for the price you pay you should expect more,neg,0.42843235657937045,0.5715676434206292
-1,the chips that came out were dripping with grease and mostly not edible,pos,0.6001022342642005,0.3998977657358019
-1,i wasnt really impressed with strip steak,neg,0.48355219812393074,0.5164478018760699
1,have been going since  and every meal has been awesome,neg,0.4580527169796172,0.5419472830203838
1,our server was very nice and attentive as were the other serving staff,pos,0.9798702776950992,0.020129722304899733
1,the cashier was friendly and even brought the food out to me,pos,0.728346014387857,0.2716539856121431
-1,i work in the hospitality industry in paradise valley and have refrained from recommending cibo any longer,neg,0.3079424309369767,0.6920575690630231
1,the atmosphere here is fun,pos,0.6009475062849334,0.3990524937150669
-1,would not recommend to others,pos,0.675625472469866,0.3243745275301339
1,service is quick and even to go orders are just like we like it,pos,0.5487058569754432,0.45129414302455767
-1,i mean really how do you get so famous for your fish and chips when its so terrible,pos,0.6317615616821378,0.3682384383178613
1,that said our mouths and bellies were still quite pleased,pos,0.9208214395313529,0.07917856046864567
-1,not my thing,neg,0.4679768971927096,0.5320231028072901
1, thumbs up,neg,0.25000000000000017,0.75
-1,if you are reading this please dont go there,neg,0.07263755049535035,0.9273624495046501
1,i loved the grilled pizza reminded me of legit italian pizza,pos,0.9815500001262999,0.018449999873699992
1,only pros  large seating area nice bar area great simple drink menu the best brick oven pizza with homemade dough,pos,0.9465054769260189,0.05349452307398582
1,they have a really nice atmosphere,pos,0.6124630856290655,0.38753691437093446
-1,tonight i had the elk filet specialand it sucked,pos,0.820373255311014,0.179626744688985
1,after one bite i was hooked,neg,0.16242933313101188,0.8375706668689883
-1,we ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything,pos,0.8805520335144996,0.11944796648550161
1,cute quaint simple honest,pos,0.9053122558974024,0.09468774410259816
1,the chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside,pos,0.89824746113654,0.10175253886345913
1,the food was great as always compliments to the chef,pos,0.8336621321805521,0.1663378678194475
1,special thanks to dylan t for the recommendation on what to order  all yummy for my tummy,neg,0.30448109041979843,0.6955189095802039
1,awesome selection of beer,pos,0.7558593750000008,0.2441406250000003
1,great food and awesome service,pos,0.7914259802400805,0.20857401975991957
1,one nice thing was that they added gratuity on the bill since our party was larger than  or  and they didnt expect more tip than that,pos,0.9056950610931143,0.09430493890688722
-1,a fly was in my apple juice a fly,neg,0.23101590732547542,0.7689840926745244
1,the han nan chicken was also very tasty,pos,0.9272391499448809,0.07276085005512138
1,as for the service i thought it was good,neg,0.47938854020930877,0.5206114597906916
-1,the food was barely lukewarm so it must have been sitting waiting for the server to bring it out to us,neg,0.2047717504656496,0.7952282495343496
-1,ryans bar is definitely one edinburgh establishment i wont be revisiting,pos,0.7158668142037176,0.2841331857962821
1,nicest chinese restaurant ive been in a while,pos,0.760261621073238,0.23973837892676145
1,overall i like there food and the service,pos,0.6763777315508505,0.3236222684491491
1,they also now serve indian naan bread with hummus and some spicy pine nut sauce that was out of this world,pos,0.9898108560920053,0.01018914390799459
-1,probably never coming back and wouldnt recommend it,pos,0.5878638694631438,0.4121361305368564
-1,friends pasta  also bad he barely touched it,pos,0.8300450314059711,0.169954968594029
1,try them in the airport to experience some tasty food and speedy friendly service,pos,0.8386330713462884,0.16136692865371047
1,i love the decor with the chinese calligraphy wall paper,pos,0.5586321133164195,0.4413678866835796
1,never had anything to complain about here,pos,0.5940468588972698,0.4059531411027297
1,the restaurant is very clean and has a family restaurant feel to it,pos,0.7740558897642416,0.2259441102357575
-1,it was way over fried,pos,0.6070630439536254,0.39293695604637496
-1,im not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place,neg,0.2760323616989499,0.7239676383010496
-1,when i opened the sandwich i was impressed but not in a good way,neg,0.25234976741390036,0.7476502325860996
-1,will not be back,pos,0.556651786125838,0.44334821387416207
1,there was a warm feeling with the service and i felt like their guest for a special treat,pos,0.8966379683003716,0.10336203169963043
1,an extensive menu provides lots of options for breakfast,neg,0.4594932826561856,0.5405067173438154
1,i always order from the vegetarian menu during dinner which has a wide array of options to choose from,pos,0.8481619674659797,0.15183803253402198
-1,i have watched their prices inflate portions get smaller and management attitudes grow rapidly,pos,0.9509391368585489,0.04906086314145067
1,wonderful lil tapas and the ambience made me feel all warm and fuzzy inside,neg,0.2841048759915383,0.7158951240084602
1,i got to enjoy the seafood salad with a fabulous vinegrette,pos,0.8214554338063413,0.17854456619365744
1,the wontons were thin not thick and chewy almost melt in your mouth,neg,0.17917903661060142,0.8208209633893986
1,level  spicy was perfect where spice didnt overwhelm the soup,pos,0.5725392338176043,0.42746076618239504
1,we were sat right on time and our server from the get go was fantastic,pos,0.5267381724601569,0.4732618275398424
-1,main thing i didnt enjoy is that the crowd is of older crowd around mid s and up,pos,0.6591227721704702,0.3408772278295301
1,when im on this side of town this will definitely be a spot ill hit up again,pos,0.7820012174608763,0.2179987825391244
-1,i had to wait over  minutes to get my drink and longer to get  arepas,neg,0.3099282520388444,0.6900717479611568
1,this is a great place to eat,pos,0.6614721429539132,0.3385278570460866
1,the jalapeno bacon is soooo good,pos,0.7685070773940396,0.23149292260595952
-1,the service was poor and thats being nice,neg,0.3794336954987526,0.6205663045012485
1,food was good service was good prices were good,pos,0.5667297597215487,0.433270240278452
-1,the place was not clean and the food oh so stale,neg,0.3744476578821477,0.6255523421178522
-1,the chicken dishes are ok the beef is like shoe leather,neg,0.21392229316109895,0.7860777068389012
-1,but the service was beyond bad,neg,0.3538654783662381,0.6461345216337615
1,im so happy to be here,pos,0.5271509896895848,0.47284901031041515
-1,tasted like dirt,pos,0.6539475852975104,0.346052414702489
1,one of the few places in phoenix that i would definately go back to again ,pos,0.6805921977256143,0.31940780227438437
1,the block was amazing,pos,0.7067624073418094,0.29323759265819094
1,its close to my house its lowkey nonfancy affordable prices good food,pos,0.7603373848981596,0.23966261510184136
1, both the hot  sour  the egg flower soups were absolutely  stars,neg,0.37051279700585477,0.629487202994147
-1,my sashimi was poor quality being soggy and tasteless,neg,0.37543815839334643,0.6245618416066526
1,great time  family dinner on a sunday night,pos,0.7788420438646138,0.22115795613538516
-1,the food is not tasty at all not to say its real traditional hunan style,pos,0.8081349056762227,0.1918650943237769
-1,what did bother me was the slow service,neg,0.2258426926994242,0.7741573073005756
1,the flair bartenders are absolutely amazing,neg,0.38308964140404184,0.616910358595958
-1,their frozen margaritas are way too sugary for my taste,neg,0.2492355313024026,0.7507644686975963
1,these were so good we ordered them twice,pos,0.7200023188512312,0.27999768114876833
-1,so in a nutshell  the restaraunt smells like a combination of a dirty fish market and a sewer,pos,0.6254552724227493,0.37454472757725177
-1,my girlfriends veal was very bad,neg,0.25650479881537935,0.743495201184621
-1,unfortunately it was not good,neg,0.3568826784752439,0.6431173215247559
1,i had a pretty satifying experience,pos,0.5088011497272255,0.49119885027277455
1,join the club and get awesome offers via email,pos,0.9770873394317778,0.022912660568220278
1,perfect for someone me who only likes beer ice cold or in this case even colder,neg,0.4004602415885405,0.5995397584114579
-1,bland and flavorless is a good way of describing the barely tepid meat,neg,0.07113725281175724,0.9288627471882415
-1,the chains which im no fan of beat this place easily,pos,0.5486560749546445,0.4513439250453558
1,the nachos are a must have,pos,0.7011164759713774,0.29888352402862306
-1,we will not be coming back,pos,0.5731109082321721,0.42688909176782813
1,i dont have very many words to say about this place but it does everything pretty well,neg,0.206931104834376,0.7930688951656245
1,the staff is super nice and very quick even with the crazy crowds of the downtown juries lawyers and court staff,pos,0.9173048946817469,0.08269510531825106
1,great atmosphere friendly and fast service,pos,0.7339501728496457,0.2660498271503556
1,when i received my pita it was huge it did have a lot of meat in it so thumbs up there,neg,0.2616113605736658,0.7383886394263351
-1,once your food arrives its meh,pos,0.6461581845941622,0.35384181540583814
-1,paying  for a hot dog and fries that looks like it came out of a kids meal at the wienerschnitzel is not my idea of a good meal,neg,0.04966203375872158,0.9503379662412764
1,the classic maine lobster roll was fantastic,pos,0.9408196164678934,0.05918038353210631
-1,my brother in law who works at the mall ate here same day and guess what he was sick all night too,pos,0.8233390523529664,0.17666094764703308
1,so good i am going to have to review this place twice  once hereas a tribute to the place and once as a tribute to an event held here last night,pos,0.7801852906798885,0.21981470932010957
1,the chips and salsa were really good the salsa was very fresh,pos,0.9705568102055138,0.029443189794484955
1,this place is great,pos,0.6268274795437041,0.37317252045629584
-1,mediocre food,neg,0.35915492957746487,0.6408450704225356
1,once you get inside youll be impressed with the place,pos,0.6311357011707341,0.36886429882926636
-1,im super pissd,neg,0.38636363636363624,0.6136363636363634
1,and service was super friendly,neg,0.4656689257805997,0.5343310742193993
-1,why are these sad little vegetables so overcooked,neg,0.12429085271976442,0.8757091472802354
1,this place was such a nice surprise,pos,0.6365808885257676,0.36341911147423195
1,they were goldencrispy and delicious,pos,0.667936731630097,0.33206326836990324
-1,i had high hopes for this place since the burgers are cooked over a charcoal grill but unfortunately the taste fell flat way flat,neg,0.046353774672952035,0.9536462253270496
1,i could eat their bruschetta all day it is devine,pos,0.570884589231401,0.429115410768599
-1,not a single employee came out to see if we were ok or even needed a water refill once they finally served us our food,pos,0.7612307006574633,0.23876929934253507
1,lastly the mozzarella sticks they were the best thing we ordered,neg,0.4840462006588737,0.5159537993411265
1,the first time i ever came here i had an amazing experience i still tell people how awesome the duck was,pos,0.8980381732531346,0.10196182674686283
-1,the server was very negligent of our needs and made us feel very unwelcome i would not suggest this place,pos,0.7700782651199871,0.22992173488001402
-1,the service was terrible though,neg,0.25662385818193645,0.7433761418180632
-1,this place is overpriced not consistent with their boba and it really is overpriced,neg,0.18481572919947825,0.8151842708005214
-1,it was packed,neg,0.4913159652638609,0.5086840347361388
1,i love this place,pos,0.5826304277770807,0.4173695722229193
1,i can say that the desserts were yummy,pos,0.7265132310975942,0.27348676890240614
-1,the food was terrible,neg,0.22575546163534208,0.7742445383646578
1,the seasonal fruit was fresh white peach puree,pos,0.846481833326391,0.153518166673608
-1,it kept getting worse and worse so now im officially done,pos,0.6700319466044968,0.329968053395503
-1,this place should honestly be blown up,neg,0.29041555339286135,0.7095844466071388
-1,but i definitely would not eat here again,pos,0.6379102218346944,0.3620897781653055
-1,do not waste your money here,neg,0.13698548833049173,0.8630145116695082
1,i love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes,pos,0.8068711185922146,0.19312888140778603
1,the crpe was delicate and thin and moist,neg,0.39099075842996167,0.6090092415700393
-1,awful service,neg,0.1644241119483316,0.8355758880516684
-1,wont ever go here again,neg,0.4965850706820827,0.503414929317917
-1,food quality has been horrible,neg,0.34997169794237803,0.6500283020576215
-1,for that price i can think of a few place i would have much rather gone,pos,0.5649647220884974,0.4350352779115038
-1,the service here is fair at best,neg,0.4405903626029526,0.5594096373970479
-1,i do love sushi but i found kabuki to be overpriced overhip and underservices,neg,0.21726755346243506,0.7827324465375644
-1,do yourself a favor and stay away from this dish,neg,0.4815518282719139,0.5184481717280857
-1,very poor service,neg,0.3748809231748944,0.6251190768251054
-1,no one at the table thought the food was above average or worth the wait that we had for it,pos,0.6169016254425275,0.38309837455747187
1,best service and food ever maria our server was so good and friendly she made our day,pos,0.6349956832726574,0.3650043167273436
1,they were excellent,pos,0.7285054224379235,0.2714945775620768
-1,i paid the bill but did not tip because i felt the server did a terrible job,pos,0.5805146171590664,0.4194853828409335
1,just had lunch here and had a great experience,neg,0.45830159992550074,0.5416984000744999
-1,i have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor,neg,0.17549791447483903,0.8245020855251608
-1,food is way overpriced and portions are fucking small,neg,0.22879760962456333,0.7712023903754354
1,i recently tried caballeros and i have been back every week since,neg,0.38732293785758276,0.6126770621424164
-1,for  bucks a head i really expect better food,neg,0.4929092713470659,0.5070907286529348
1,the food came out at a good pace,pos,0.6423364174425491,0.357663582557451
1,i ate there twice on my last visit and especially enjoyed the salmon salad,pos,0.9780419066307696,0.021958093369231494
-1,i wont be back,pos,0.5211748633879781,0.47882513661202125
-1,we could not believe how dirty the oysters were,neg,0.487870438311181,0.512129561688819
-1,this place deserves no stars,pos,0.7547904251140592,0.24520957488594097
-1,i would not recommend this place,pos,0.5469143441947113,0.4530856558052889
1,in fact im going to round up to  stars just because she was so awesome,pos,0.6527012988490811,0.34729870115092004
-1,to my disbelief each dish qualified as the worst version of these foods i have ever tasted,pos,0.5797823891951728,0.42021761080482584
-1,bad day or not i have a very low tolerance for rude customer service people it is your job to be nice and polite wash dishes otherwise,pos,0.994038046583821,0.0059619534161754065
1,the potatoes were great and so was the biscuit,neg,0.4314106297448187,0.5685893702551816
-1,i probably would not go here again,neg,0.4607525421209062,0.5392474578790939
1,so flavorful and has just the perfect amount of heat,pos,0.7620329541733278,0.23796704582667189
1,the price is reasonable and the service is great,pos,0.5972301233080872,0.4027698766919133
-1,the wife hated her meal coconut shrimp and our friends really did not enjoy their meals either,pos,0.7607140530877349,0.2392859469122677
-1,my fella got the huevos rancheros and they didnt look too appealing,pos,0.553749866225663,0.44625013377433664
1,went in for happy hour great list of wines,pos,0.5644120611685693,0.4355879388314313
1,some may say this buffet is pricey but i think you get what you pay for and this place you are getting quite a lot,neg,0.3038666636624539,0.6961333363375456
-1,i probably wont be coming back here,pos,0.5108442823353002,0.4891557176647007
-1,worst foodservice ive had in a while,neg,0.2013243179006639,0.7986756820993355
1,this place is pretty good nice little vibe in the restaurant,pos,0.885544395419244,0.11445560458075639
1,talk about great customer service of course we will be back,pos,0.6980857392345828,0.3019142607654174
-1,hot dishes are not hot cold dishes are close to room tempi watched staff prepare food with bare hands no gloveseverything is deep fried in oil,pos,0.843498729161874,0.15650127083812693
1,i love their fries and their beans,neg,0.1509439652572534,0.8490560347427459
1,always a pleasure dealing with him,pos,0.7302382865373875,0.2697617134626125
1,they have a plethora of salads and sandwiches and everything ive tried gets my seal of approval,pos,0.91299305794442,0.08700694205558164
1,this place is awesome if you want something light and healthy during the summer,pos,0.8597209875019147,0.14027901249808603
1,for sushi on the strip this is the place to go,neg,0.4000191208885516,0.5999808791114486
1,the service was great even the manager came and helped with our table,pos,0.7265035036072184,0.2734964963927804
-1,the feel of the dining room was more college cooking course than high class dining and the service was slow at best,pos,0.8593152490067821,0.14068475099321817
-1,i started this review with two stars but im editing it to give it only one,neg,0.3278187606894138,0.6721812393105867
-1,this is the worst sushi i have ever eat besides costcos,neg,0.208337504443404,0.7916624955565966
1,all in all an excellent restaurant highlighted by great service a unique menu and a beautiful setting,pos,0.9543253960372632,0.04567460396273848
1,my boyfriend and i sat at the bar and had a completely delightful experience,neg,0.43455107795501857,0.5654489220449823
-1,weird vibe from owners,pos,0.9104682702378498,0.08953172976214976
-1,there was hardly any meat,pos,0.5133580499556541,0.48664195004434585
-1,ive had better bagels from the grocery store,pos,0.5903697212766625,0.40963027872333685
1,go to place for gyros,pos,0.5458284351998879,0.4541715648001123
1,i love the ownerchef his one authentic japanese cool dude,pos,0.7451566217738571,0.25484337822614317
-1,now the burgers arent as good the pizza which used to be amazing is doughy and flavorless,pos,0.5337604459939136,0.46623955400608713
-1,i found a six inch long piece of wire in my salsa,pos,0.796163291201429,0.20383670879856924
-1,the service was terrible food was mediocre,neg,0.14579319981285363,0.8542068001871465
1,we definately enjoyed ourselves,pos,0.9439032277623954,0.05609677223760533
-1,i ordered albondigas soup  which was just warm  and tasted like tomato soup with frozen meatballs,neg,0.3389184946119833,0.6610815053880166
-1,on three different occasions i asked for well done or medium well and all three times i got the bloodiest piece of meat on my plate,pos,0.9837915377186229,0.01620846228137516
-1,i had about two bites and refused to eat anymore,pos,0.7830603295345501,0.21693967046545046
-1,the service was extremely slow,pos,0.6726834004955247,0.3273165995044754
-1,after  minutes wait i got a table,neg,0.2809190930703746,0.7190809069296248
1,seriously killer hot chai latte,neg,0.38422701750774746,0.615772982492252
-1,no allergy warnings on the menu and the waitress had absolutely no clue as to which meals did or did not contain peanuts,neg,0.4795064573269519,0.5204935426730464
1,my boyfriend tried the mediterranean chicken salad and fell in love,pos,0.8540871757461157,0.1459128242538831
1,their rotating beers on tap is also a highlight of this place,neg,0.43151995451629716,0.5684800454837036
-1,pricing is a bit of a concern at mellow mushroom,neg,0.38812392426850184,0.6118760757314977
-1,worst thai ever,neg,0.20852889851671322,0.7914711014832865
1,if you stay in vegas you must get breakfast here at least once,neg,0.304045327523304,0.6959546724766952
1,i want to first say our server was great and we had perfect service,pos,0.7948658383351455,0.2051341616648548
1,the pizza selections are good,neg,0.4288274651395856,0.571172534860415
1,i had strawberry tea which was good,pos,0.6171954878722954,0.38280451212770433
-1,highly unprofessional and rude to a loyal patron,pos,0.9372875354107653,0.06271246458923543
1,overall a great experience,pos,0.8320092817261895,0.1679907182738106
-1,spend your money elsewhere,neg,0.42817836398420817,0.5718216360157914
1,their regular toasted bread was equally satisfying with the occasional pats of butter mmmm,pos,0.9604862744481304,0.039513725551869376
-1,the buffet at bellagio was far from what i anticipated,pos,0.6061564123938865,0.39384358760611243
-1,and the drinks are weak people,neg,0.4689634612023199,0.53103653879768
-1,my order was not correct,pos,0.6389001661015695,0.36109983389843114
-1,also i feel like the chips are bought not made in house,pos,0.9326542792964099,0.06734572070358956
-1,after the disappointing dinner we went elsewhere for dessert,neg,0.4221324693607162,0.577867530639284
1,the chips and sals a here is amazing,pos,0.8595107433145626,0.1404892566854377
-1,we wont be returning,pos,0.5892857142857141,0.41071428571428614
1,this is my new fav vegas buffet spot,pos,0.5352280663614712,0.464771933638528
-1,i seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off,pos,0.9520232534733494,0.047976746526651355
-1,very very sad,pos,0.5301272494382964,0.4698727505617033
-1,i felt insulted and disrespected how could you talk and judge another human being like that,neg,0.42324405602249326,0.576755943977506
-1,how can you call yourself a steakhouse if you cant properly cook a steak i dont understand,neg,0.11731013866008477,0.8826898613399154
-1,im not impressed with the concept or the food,pos,0.5488355365379268,0.4511644634620732
-1,the only thing i wasnt too crazy about was their guacamole as i dont like it pured,neg,0.05901192340738091,0.9409880765926202
-1,there is really nothing for me at postinos hope your experience is better,neg,0.4562539030401822,0.543746096959818
-1,i got food poisoning here at the buffet,pos,0.5732904528538302,0.4267095471461698
-1,they brought a fresh batch of fries and i was thinking yay something warm but no,pos,0.5805111827927772,0.41948881720722137
-1,what should have been a hilarious yummy christmas eve dinner to remember was the biggest fail of the entire trip for us,neg,0.28112185664368783,0.7188781433563104
-1,needless to say i wont be going back anytime soon,pos,0.6687700198177653,0.33122998018223454
-1,this place is disgusting,neg,0.3938334611534251,0.6061665388465747
1,every time i eat here i see caring teamwork to a professional degree,neg,0.3305945956297459,0.6694054043702536
-1,the ri style calamari was a joke,neg,0.3344754365732084,0.6655245634267914
-1,however there was so much garlic in the fondue it was barely edible,pos,0.8313499428574753,0.16865005714252487
-1,i could barely stomach the meal but didnt complain because it was a business lunch,neg,0.17760882075110512,0.8223911792488933
-1,it was so bad i had lost the heart to finish it,pos,0.50793360222407,0.4920663977759304
-1,it also took her forever to bring us the check when we asked for it,pos,0.6399008978740656,0.3600991021259342
-1,we arent ones to make a scene at restaurants but i just dont get itdefinitely lost the love after this one,neg,0.11264253503640564,0.8873574649635954
-1,disappointing experience,neg,0.4303253339930726,0.5696746660069274
-1,the food is about on par with dennys which is to say not good at all,neg,0.4662843389055526,0.533715661094448
-1,if you want to wait for mediocre food and downright terrible service then this is the place for you,neg,0.10573706370334977,0.8942629362966483
-1,waaaaaayyyyyyyyyy over rated is all i am saying,pos,0.5378430701006807,0.46215692989931934
-1,we wont be going back,neg,0.4903927376268955,0.5096072623731045
-1,the place was fairly clean but the food simply wasnt worth it,pos,0.6658031679257731,0.33419683207422707
-1,this place lacked style,neg,0.4438874004051429,0.5561125995948578
-1,the sangria was about half of a glass wine full and was  ridiculous,neg,0.12010349157865419,0.8798965084213461
-1,dont bother coming here,neg,0.0286744716099112,0.9713255283900887
-1,the meat was pretty dry i had the sliced brisket and pulled pork,neg,0.0656602832760695,0.9343397167239291
-1,the building itself seems pretty neat the bathroom is pretty trippy but i wouldnt eat here again,pos,0.5846885230845132,0.41531147691548725
-1,it was equally awful,neg,0.226328908995243,0.7736710910047571
-1,probably not in a hurry to go back,pos,0.5429124153316529,0.4570875846683471
-1,very slow at seating even with reservation,neg,0.4843800412351011,0.5156199587648996
-1,not good by any stretch of the imagination,neg,0.48551553878733106,0.5144844612126698
-1,the cashew cream sauce was bland and the vegetables were undercooked,neg,0.46668229899128905,0.5333177010087132
-1,the chipolte ranch dipping sause was tasteless seemed thin and watered down with no heat,neg,0.46631929240350034,0.5336807075964973
-1,it was a bit too sweet not really spicy enough and lacked flavor,neg,0.35375031574694,0.6462496842530614
-1,i was very disappointed,pos,0.6632013230155404,0.33679867698445953
-1,this place is horrible and way overpriced,neg,0.12217075375102139,0.8778292462489792
-1,maybe its just their vegetarian fare but ive been twice and i thought it was average at best,pos,0.6183217746860261,0.38167822531397383
-1,it wasnt busy at all and now we know why,neg,0.45949660920911967,0.5405033907908809
-1,the tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu,pos,0.7863953738892767,0.2136046261107252
-1,the ambiance here did not feel like a buffet setting but more of a douchey indoor garden for tea and biscuits,pos,0.7314035162655589,0.268596483734443
-1,con spotty service,neg,0.27541970224897105,0.7245802977510295
-1,the fries were not hot and neither was my burger,neg,0.18824675714790737,0.8117532428520929
-1,but then they came back cold,pos,0.5570815672896539,0.4429184327103454
-1,then our food came out disappointment ensued,pos,0.708426983789112,0.2915730162108876
-1,the real disappointment was our waiter,pos,0.6099496820380853,0.39005031796191564
-1,my husband said she was very rude did not even apologize for the bad food or anything,pos,0.5006815609968803,0.49931843900311756
-1,the only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach,neg,0.17995048971546493,0.8200495102845352
-1,insults profound deuchebaggery and had to go outside for a smoke break while serving just to solidify it,pos,0.8471258443961434,0.1528741556038547
-1,if someone orders two tacos dont you think it may be part of customer service to ask if it is combo or ala cart,neg,0.327591927108349,0.6724080728916473
-1,she was quite disappointed although some blame needs to be placed at her door,pos,0.5455696089586388,0.45443039104136135
-1,after all the rave reviews i couldnt wait to eat herewhat a disappointment,neg,0.42742567073986487,0.5725743292601361
-1,del taco is pretty nasty and should be avoided if possible,neg,0.3119570721507017,0.6880429278492983
-1,its not hard to make a decent hamburger,neg,0.38820929510821656,0.6117907048917831
-1,but i dont like it,neg,0.0941726516543522,0.9058273483456473
-1,hell no will i go back,pos,0.506205012090136,0.49379498790986404
-1,weve have gotten a much better service from the pizza place next door than the services we received from this restaurant,pos,0.7220146658652594,0.2779853341347385
-1,i dont know what the big deal is about this place but i wont be back yaall,neg,0.1319380001420066,0.8680619998579928
-1,i immediately said i wanted to talk to the manager but i did not want to talk to the guy who was doing shots of fireball behind the bar,neg,0.42152671737075975,0.5784732826292387
-1,the ambiance isnt much better,pos,0.808046106679926,0.19195389332007384
-1,unfortunately it only set us up for disapppointment with our entrees,neg,0.3867644043419151,0.6132355956580847
-1,the food wasnt good,pos,0.5044765237678622,0.4955234762321373
-1,your servers suck wait correction our server heimer sucked,neg,0.2511941576723198,0.7488058423276802
-1,what happened next was prettyoff putting,pos,0.5273225074554186,0.4726774925445817
-1,too bad cause i know its family owned i really wanted to like this place,pos,0.6560612111131535,0.3439387888868473
-1,overpriced for what you are getting,neg,0.15653668017987196,0.8434633198201281
-1,i vomited in the bathroom mid lunch,neg,0.32211453519061495,0.6778854648093853
-1,i kept looking at the time and it had soon become  minutes yet still no food,pos,0.6241787917985092,0.37582120820149156
-1,i have been to very few places to eat that under no circumstances would i ever return to and this tops the list,pos,0.6237261721899842,0.3762738278100182
-1,we started with the tuna sashimi which was brownish in color and obviously wasnt fresh,pos,0.61433236248772,0.38566763751228095
-1,food was below average,neg,0.46943201015693037,0.5305679898430699
-1,it sure does beat the nachos at the movies but i would expect a little bit more coming from a restaurant,pos,0.790132660471305,0.20986733952869652
-1,all in all ha long bay was a bit of a flop,neg,0.3685206614724234,0.6314793385275769
-1,the problem i have is that they charge  for a sandwich that is no bigger than a subway sub which offers better and more amount of vegetables,neg,0.011092824091096368,0.9889071759089023
-1,shrimp when i unwrapped it i live only  a mile from brushfire it was literally ice cold,pos,0.5269703801986093,0.47302961980139
-1,it lacked flavor seemed undercooked and dry,neg,0.26351917172076056,0.7364808282792401
-1,it really is impressive that the place hasnt closed down,pos,0.6498562656298791,0.35014373437012114
-1,i would avoid this place if you are staying in the mirage,pos,0.5447965604199868,0.45520343958001286
-1,the refried beans that came with my meal were dried out and crusty and the food was bland,neg,0.011195589588827331,0.9888044104111753
-1,spend your money and time some place else,neg,0.4414523162845059,0.5585476837154945
-1,a lady at the table next to us found a live green caterpillar in her salad,pos,0.872165324818561,0.12783467518143932
-1,the presentation of the food was awful,neg,0.19383751768142513,0.8061624823185751
-1,i cant tell you how disappointed i was,pos,0.6426401853782525,0.3573598146217471
-1,i think food should have flavor and texture and both were lacking,neg,0.2735768884086187,0.7264231115913811
-1,appetite instantly gone,pos,0.6819666775563532,0.31803332244364585
-1,overall i was not impressed and would not go back,pos,0.6933763095265435,0.3066236904734568
-1,the whole experience was underwhelming and i think well just go to ninja sushi next time,neg,0.25881741336398856,0.7411825866360104
-1,then as if i hadnt wasted enough of my life there they poured salt in the wound by drawing out the time it took to bring the check,neg,0.4850882611765882,0.5149117388234103
